"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"CG11077",0,0,0,0,0.911079,0,0,0.088921,"HP1","HP1"
"CG11076",0,0,0,0,0,0.58651,0,0.41349,"Open_promoters","Open_promoters"
"ATPsynbeta",0,0,0,0,0.237984,0.436936,0,0.32508,"Open_promoters","Open_promoters"
"CaMKII",0,0,0,0,0.652294,0.081455,0,0.26625,"HP1","HP1"
"Zyx",0,0,0.039288,0,0.078575,0,0,0.882137,"Low_signal","Low_signal"
"apolpp",0,0,0,0,0.368008,0,0,0.631992,"Low_signal","HP1"
"Actbeta",0.079839,0,0,0,0.200938,0,0,0.719223,"Low_signal","HP1"
"sv",0,0,0,0,0.000693,0,0.730128,0.269179,"Pc","Pc"
"Cals",0,0,0,0,0.301154,0,0,0.698846,"Low_signal","HP1"
"Arf102F",0,0,0,0,0,0.777202,0,0.222798,"Open_promoters","Open_promoters"
"CG11155",0,0,0,0,0.717416,0,0,0.282584,"HP1","HP1"
"CG32017",0,0,0,0,0.531404,0,0,0.468596,"HP1","HP1"
"Kif3C",0,0,0,0,0.482249,0,0,0.517751,"Low_signal","HP1"
"pho",0,0,0,0,0.909597,0,0,0.090403,"HP1","HP1"
"CG33521",0,0,0,0,0.70902,0,0,0.29098,"HP1","HP1"
"PIP4K",0,0,0,0,0.356965,0.270942,0,0.372093,"Low_signal","HP1"
"Mitf",0,0,0,0,0.091665,0,0,0.908335,"Low_signal","Low_signal"
"Dyrk3",0,0,0,0,0.3734,0.160028,0,0.466572,"Low_signal","HP1"
"Cadps",0,0,0.014662,0,0.469185,0,0,0.516153,"Low_signal","HP1"
"lncRNA:CR40469",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17636",0,0,0,0.639932,0,0,0,0.360068,"H1","H1"
"RhoGAP1A",0,0.11636,0.414242,0,0,0.069816,0,0.399581,"Gene_body_2","Gene_body_2"
"mir-4915",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"tyn",0.039771,0.004971,0.036159,0.178971,0,0,0,0.740128,"Low_signal","H1"
"lncRNA:CR45473",0,0,0.798644,0,0,0,0,0.201356,"Gene_body_2","Gene_body_2"
"CG17707",0,0,0,0.421422,0,0,0,0.578578,"Low_signal","H1"
"lncRNA:CR43863",0.304422,0,0,0.695578,0,0,0,0,"H1","H1"
"CG3038",0,0,0.082019,0,0,0.630915,0,0.287066,"Open_promoters","Open_promoters"
"G9a",0.069188,0.069188,0.210101,0,0,0,0,0.651522,"Low_signal","Gene_body_2"
"CG42376",0.654321,0,0,0,0,0,0,0.345679,"Enhancers","Enhancers"
"cin",0,0,0.704472,0,0,0.295528,0,0,"Gene_body_2","Gene_body_2"
"CG13377",0.105932,0,0.523482,0,0,0,0,0.370586,"Gene_body_2","Gene_body_2"
"asRNA:CR43906",0.068275,0,0.322599,0,0,0,0,0.609126,"Low_signal","Gene_body_2"
"CG13376",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ewg",0.240878,0,0.293603,0,0,0,0,0.465519,"Low_signal","Gene_body_2"
"CG3777",0.042372,0,0,0.101693,0,0,0,0.855934,"Low_signal","Low_signal"
"mir-980",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13375",0.152853,0,0,0,0,0,0,0.847147,"Low_signal","Low_signal"
"CG12470",0,0,0,0.667466,0,0,0,0.332534,"H1","H1"
"Or1a",0.122661,0,0,0.4158,0,0,0,0.461538,"Low_signal","H1"
"CG32816",0.165423,0.003892,0,0.103146,0,0.013623,0.009731,0.704184,"Low_signal","Enhancers"
"CG43181",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43182",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"y",0.126689,0,0,0.167019,0,0,0,0.706292,"Low_signal","H1"
"lncRNA:yar",0.165204,0,0,0.192596,0,0,0,0.6422,"Low_signal","H1"
"ac",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44751",0,0,0,0.827481,0,0,0,0.172519,"H1","H1"
"lncRNA:CR44752",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44753",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"sc",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"l(1)sc",0.07208,0,0,0,0,0,0,0.92792,"Low_signal","Low_signal"
"Pgcl",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"ase",0,0,0,0,0,0.762865,0,0.237135,"Open_promoters","Open_promoters"
"Cyp4g1",0,0,0,0.190957,0,0,0,0.809043,"Low_signal","Low_signal"
"ebo",0,0,0.269784,0,0,0.140108,0,0.590108,"Low_signal","Gene_body_2"
"CR18275",0,0,0,0,0,0.819331,0,0.180669,"Open_promoters","Open_promoters"
"CG13373",0,0,0,0,0,0.738194,0,0.261806,"Open_promoters","Open_promoters"
"CG32817",0,0,0.423636,0,0,0.576364,0,0,"Open_promoters","Open_promoters"
"CR18166",0,0,0.528033,0,0,0.471967,0,0,"Gene_body_2","Gene_body_2"
"CG3176",0,0,0,0,0,0.262693,0,0.737307,"Low_signal","Open_promoters"
"CG18273",0,0.374688,0.187344,0,0,0.266653,0,0.171316,"Gene_body_1","Gene_body_1"
"CG3156",0,0.316122,0.316122,0,0,0.288725,0,0.079031,"Gene_body_1","Gene_body_1"
"asRNA:CR45797",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG17896",0.441285,0,0,0,0,0,0,0.558715,"Low_signal","Enhancers"
"CG17778",0.732764,0,0,0,0,0,0,0.267236,"Enhancers","Enhancers"
"svr",0.071281,0.142563,0.071281,0.071281,0,0.047521,0,0.596072,"Low_signal","Gene_body_1"
"asRNA:CR44891",0.352638,0,0,0,0,0.647362,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44892",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"elav",0.356729,0,0.257308,0,0,0.107212,0,0.278751,"Enhancers","Enhancers"
"arg",0.515947,0,0.193621,0,0,0.080676,0,0.209756,"Enhancers","Enhancers"
"lncRNA:enrr",0.387945,0,0.118577,0,0,0.148221,0,0.345257,"Enhancers","Enhancers"
"CG4293",0.280426,0,0,0,0,0,0,0.719574,"Low_signal","Enhancers"
"Appl",0.148322,0,0,0,0.01854,0,0.309911,0.523227,"Low_signal","Pc"
"mir-4960",0,0,0,0,0,0,1,0,"Pc","Pc"
"vnd",0,0,0,0,0,0,0.943855,0.056145,"Pc","Pc"
"spdi",0.09398,0,0,0,0,0.045423,0.723899,0.136698,"Pc","Pc"
"lncRNA:CR45474",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CR46417",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG13365",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Vsp37A",0,0,0,0,0,0.4405,0,0.5595,"Low_signal","Open_promoters"
"CG13369",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG13364",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR45475",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Hinfp",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"RpL36",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Mybbp1A",0,0,0,0,0,0.447409,0,0.552591,"Low_signal","Open_promoters"
"Dredd",0,0,0,0,0,0.387415,0,0.612585,"Low_signal","Open_promoters"
"mir-9372",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"su(sable)",0.076239,0,0.337992,0,0,0.242694,0,0.343075,"Low_signal","Gene_body_2"
"CR44839",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13367",0.114462,0,0,0,0,0.553846,0,0.331692,"Open_promoters","Open_promoters"
"Roc1a",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Hmt4-20",0.119205,0,0.357616,0,0,0.134702,0,0.388477,"Low_signal","Gene_body_2"
"SkpA",0,0,0,0,0,0.504202,0,0.495798,"Open_promoters","Open_promoters"
"CR46419",0,0,0,0.126464,0,0,0,0.873536,"Low_signal","Low_signal"
"sdk",0.177141,0.081389,0.030258,0.067026,0,0.009575,0,0.634611,"Low_signal","Enhancers"
"CG13362",0,0.049029,0.950971,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG5254",0,0.28667,0.101887,0.143335,0,0,0,0.468108,"Low_signal","Gene_body_1"
"CG13361",0,0.634592,0,0.365408,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG5273",0.002559,0,0.485714,0,0,0.511727,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44965",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"RpL22",0,0,0.015564,0,0,0.984436,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR42491",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi18S-531",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi28S-2179",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44966",0,0,0,0,0,0.014778,0,0.985222,"Low_signal","Low_signal"
"fz3",0.4101,0,0,0.063038,0,0.084051,0,0.44281,"Low_signal","Enhancers"
"tw",0,0.172961,0,0.465552,0,0,0,0.361487,"H1","H1"
"CG13360",0,0,0,0.731423,0,0,0,0.268577,"H1","H1"
"lncRNA:CR44469",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16989",0,0,0.229944,0,0,0.320133,0,0.449923,"Low_signal","Open_promoters"
"Rbf",0,0,0.410116,0,0,0.314195,0,0.275689,"Gene_body_2","Gene_body_2"
"CG13359",0,0,0.372016,0,0,0.128262,0,0.499722,"Low_signal","Gene_body_2"
"CG13358",0,0,0.58517,0,0,0,0,0.41483,"Gene_body_2","Gene_body_2"
"Sec22",0.141243,0,0,0,0,0.152542,0,0.706215,"Low_signal","Open_promoters"
"CG43867",0.230323,0,0.052606,0.030061,0,0.040707,0,0.646303,"Low_signal","Enhancers"
"CG14635",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3713",0,0,0,0.564909,0,0,0,0.435091,"H1","H1"
"CG14634",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11664",0.304545,0,0,0.681818,0,0,0,0.013636,"H1","H1"
"CG11663",0,0,0,0.582173,0,0,0,0.417827,"H1","H1"
"Lztr1",0,0,0.364586,0,0,0.315789,0,0.319625,"Gene_body_2","Gene_body_2"
"MED22",0,0.083218,0,0,0,0.916782,0,0,"Open_promoters","Open_promoters"
"CG3708",0,0.998462,0,0,0,0.001538,0,0,"Gene_body_1","Gene_body_1"
"CG3706",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32815",0.086232,0,0.129348,0,0,0,0,0.784421,"Low_signal","Low_signal"
"TRAM",0.180695,0,0.008494,0,0,0,0,0.810811,"Low_signal","Low_signal"
"CG3704",0,0,0,0,0,0.733945,0,0.266055,"Open_promoters","Open_promoters"
"mus81",0,0,0,0,0,0.557103,0,0.442897,"Open_promoters","Open_promoters"
"CG3703",0.05244,0,0,0,0,0.492877,0,0.454683,"Open_promoters","Open_promoters"
"CG3699",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3690",0.18552,0,0,0.633484,0,0,0,0.180995,"H1","H1"
"lncRNA:CR45476",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18823",0,0,0,1,0,0,0,0,"H1","H1"
"TfIIA-S-2",0,0,0,0.632841,0,0,0,0.367159,"H1","H1"
"CG14631",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"su(w[a])",0.027059,0,0.070353,0.063137,0.027059,0.144313,0,0.66808,"Low_signal","Open_promoters"
"CG11638",0,0,0,0.165107,0.07076,0,0,0.764132,"Low_signal","Low_signal"
"CG32814",0,0,0,0.13034,0.13034,0,0,0.739319,"Low_signal","H1"
"CG3021",0,0,0,0,0,0.800534,0,0.199466,"Open_promoters","Open_promoters"
"Cdc45",0,0,0,0,0,0.819426,0,0.180574,"Open_promoters","Open_promoters"
"Rpp21",0,0,0,0,0,0.237611,0,0.762389,"Low_signal","Low_signal"
"CG14630",0,0,0,0,0,0.338526,0,0.661474,"Low_signal","Open_promoters"
"CG42259",0,0.775796,0.224204,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"lncRNA:CR44779",0.108111,0.044638,0.050452,0.061647,0,0,0,0.735153,"Low_signal","Enhancers"
"CG14629",0,0,0,0.519892,0,0,0,0.480108,"H1","H1"
"CG3655",0.291003,0.0291,0.0097,0.03395,0,0,0,0.636246,"Low_signal","Enhancers"
"CG14628",0,0,0,1,0,0,0,0,"H1","H1"
"eIF4E7",0.158311,0,0,0.158311,0,0,0,0.683377,"Low_signal","Enhancers"
"CR34320",0,0,0,1,0,0,0,0,"H1","H1"
"CG11378",0,0,0,0.630515,0,0,0,0.369485,"H1","H1"
"CG11384",0,0,0,0.850324,0,0,0,0.149676,"H1","H1"
"CG11379",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14627",0,0,0,0.797024,0,0,0,0.202976,"H1","H1"
"CG14626",0,0,0,0.527187,0,0,0,0.472813,"H1","H1"
"CG11380",0,0,0,0.328849,0,0,0,0.671151,"Low_signal","H1"
"CG14625",0.166159,0,0,0.332318,0,0,0,0.501523,"Low_signal","H1"
"CG11381",0,0,0,0.980072,0,0,0,0.019928,"H1","H1"
"CG14624",0,0,0,0.932763,0,0,0,0.067237,"H1","H1"
"CG11382",0.122146,0,0,0,0,0,0,0.877854,"Low_signal","Low_signal"
"CG11398",0.189454,0,0,0,0,0.284181,0,0.526366,"Low_signal","Open_promoters"
"CG3638",0.224351,0,0.084132,0.042066,0.042066,0,0,0.607385,"Low_signal","Enhancers"
"CG11403",0,0,0.298904,0,0,0.498173,0,0.202923,"Open_promoters","Open_promoters"
"Atf3",0.327557,0,0,0.036873,0.046091,0,0,0.589479,"Low_signal","Enhancers"
"CG32812",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"DAAM",0.101075,0.13783,0.045545,0.183773,0,0,0,0.531777,"Low_signal","H1"
"CG32811",0,0,0,0.287841,0,0,0,0.712159,"Low_signal","H1"
"lncRNA:CR46248",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"fs(1)N",0,0,0,0.736462,0,0,0,0.263538,"H1","H1"
"CG11409",0,0,0,0.671141,0,0,0,0.328859,"H1","H1"
"Naa30A",0,0,0.225225,0,0,0.675676,0,0.099099,"Open_promoters","Open_promoters"
"MTPAP",0.057302,0,0,0,0,0,0,0.942698,"Low_signal","Low_signal"
"Tsp2A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12773",0.086508,0,0,0,0,0.225103,0,0.688389,"Low_signal","Open_promoters"
"CG11417",0,0.314355,0.244002,0,0,0.441643,0,0,"Open_promoters","Open_promoters"
"png",0,0.639712,0.269542,0,0,0,0,0.090746,"Gene_body_1","Gene_body_1"
"CG14770",0,0,0,0,0,0.729234,0,0.270766,"Open_promoters","Open_promoters"
"ssx",0,0,0.320718,0,0,0.256575,0,0.422707,"Low_signal","Gene_body_2"
"mir-4961",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"AMPKalpha",0,0.267857,0.178571,0,0,0.178571,0,0.375,"Low_signal","Gene_body_1"
"CG3719",0.752351,0,0,0,0,0,0,0.247649,"Enhancers","Enhancers"
"CG32813",0.125744,0.251488,0.075446,0.150893,0,0,0,0.396429,"Low_signal","Gene_body_1"
"Rilpl",0,0.140089,0.685734,0,0,0,0,0.174177,"Gene_body_2","Gene_body_2"
"futsch",0.309299,0.080687,0.013448,0.15465,0,0.040343,0,0.401573,"Low_signal","Enhancers"
"Gr2a",0.269033,0,0,0,0,0,0,0.730967,"Low_signal","Enhancers"
"CG14785",0,0.652529,0.301251,0,0,0,0,0.046221,"Gene_body_1","Gene_body_1"
"Lrpprc2",0,0.762638,0,0,0,0.237362,0,0,"Gene_body_1","Gene_body_1"
"CG14787",0,0,0,0,0,0.567319,0,0.432681,"Open_promoters","Open_promoters"
"Ns3",0,0,0,0,0,0.850168,0,0.149832,"Open_promoters","Open_promoters"
"O-fut2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG14777",0.234558,0,0.426896,0,0,0.103987,0,0.234558,"Gene_body_2","Gene_body_2"
"CG14778",0.034284,0,0.480615,0,0,0.292855,0,0.192246,"Gene_body_2","Gene_body_2"
"CG32808",0,0,0.3621,0,0,0.104093,0,0.533808,"Low_signal","Gene_body_2"
"pck",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG14780",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Rab27",0.291262,0,0.102265,0,0,0.509385,0,0.097087,"Open_promoters","Open_promoters"
"mei-38",0,0,0.068855,0,0,0.586872,0,0.344274,"Open_promoters","Open_promoters"
"rush",0,0,0.104603,0,0,0.372385,0,0.523013,"Low_signal","Open_promoters"
"sta",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:M",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Me28S-G980",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"inc",0.351535,0.026365,0.070307,0.096672,0,0.053345,0,0.401775,"Low_signal","Enhancers"
"Nmdar2",0.434543,0.037215,0,0.136454,0,0,0,0.391788,"Enhancers","Enhancers"
"CG14795",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Mur2B",0.115675,0.012394,0.020656,0.045444,0.020656,0.012394,0.097085,0.675696,"Low_signal","Enhancers"
"sncRNA:400",0,0,0,1,0,0,0,0,"H1","H1"
"br",0.117009,0.006686,0.016716,0.030088,0.033431,0.020059,0.082107,0.693906,"Low_signal","Enhancers"
"dor",0,0.353045,0.39747,0,0,0,0,0.249485,"Gene_body_2","Gene_body_2"
"CG3740",0,0,0.217733,0,0,0,0,0.782267,"Low_signal","Low_signal"
"hfw",0.222883,0.148588,0.497276,0,0,0,0,0.131253,"Gene_body_2","Gene_body_2"
"CG32809",0.030522,0.259436,0.503103,0.015261,0,0.100112,0,0.091566,"Gene_body_2","Gene_body_2"
"CG14797",0,0.521504,0.360902,0,0,0,0,0.117594,"Gene_body_1","Gene_body_1"
"b6",0,0.161662,0.501544,0.084199,0,0,0,0.252596,"Gene_body_2","Gene_body_2"
"CR14798",0,0,0,0,0,0.663395,0,0.336605,"Open_promoters","Open_promoters"
"a6",0,0,0,0,0,0.390941,0,0.609059,"Low_signal","Open_promoters"
"CG3795",0,0,0,0.867733,0,0,0,0.132267,"H1","H1"
"Scgdelta",0,0,0,0,0,0,0.430464,0.569536,"Low_signal","Pc"
"prage",0.213889,0.011257,0.071296,0.063791,0,0.007505,0,0.632261,"Low_signal","Enhancers"
"Adar",0,0.062762,0.39749,0,0,0.041841,0,0.497908,"Low_signal","Gene_body_2"
"mir-981",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG32806",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG14810",0.71513,0,0,0,0,0,0,0.28487,"Enhancers","Enhancers"
"CG14811",0,0,0,0.657895,0,0,0,0.342105,"H1","H1"
"Lamtor5",0,0,0.010166,0,0,0.989834,0,0,"Open_promoters","Open_promoters"
"deltaCOP",0,0,0.437524,0,0,0.562476,0,0,"Open_promoters","Open_promoters"
"Gcna",0,0,0.235233,0,0,0.50575,0,0.259017,"Open_promoters","Open_promoters"
"MED18",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pex5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG14803",0,0.339175,0.254381,0,0,0.406444,0,0,"Open_promoters","Open_promoters"
"Pgam5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Vps26",0,0,0,0,0,0.65662,0,0.34338,"Open_promoters","Open_promoters"
"CG14817",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG14805",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG14818",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Coa8",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"trr",0,0.24314,0.451546,0,0,0.201111,0,0.104203,"Gene_body_2","Gene_body_2"
"mRpL16",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"arm",0.16225,0,0.35695,0,0,0.010708,0,0.470092,"Low_signal","Gene_body_2"
"Ldaf1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45929",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR43864",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32801",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Edem1",0,0.117119,0.175678,0,0,0.161429,0,0.545774,"Low_signal","Gene_body_2"
"mip130",0,0.347711,0.398874,0,0,0.154069,0,0.099346,"Gene_body_2","Gene_body_2"
"Rbcn-3B",0,0.243517,0.455408,0,0,0.149273,0,0.151803,"Gene_body_2","Gene_body_2"
"eIF2Bepsilon",0,0.332349,0.381832,0,0,0.28582,0,0,"Gene_body_2","Gene_body_2"
"Ocrl",0,0,0,0,0,0.405679,0,0.594321,"Low_signal","Open_promoters"
"CG11596",0,0,0.529287,0,0,0.358857,0,0.111856,"Gene_body_2","Gene_body_2"
"CG3857",0,0,0.25641,0,0,0.487179,0,0.25641,"Open_promoters","Open_promoters"
"CG3587",0,0,0,0,0,0.319772,0,0.680228,"Low_signal","Open_promoters"
"Hr4",0.122698,0.013633,0.009937,0.140875,0,0.017571,0,0.695286,"Low_signal","H1"
"CR46447",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"PIG-K",0,0,0.198899,0,0,0.801101,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR45478",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-2496",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"east",0.046421,0.369914,0.366069,0,0,0.108798,0,0.108798,"Gene_body_1","Gene_body_1"
"Actn",0.113581,0.178485,0.19352,0.048678,0,0.064903,0,0.400833,"Low_signal","Gene_body_2"
"mir-4954",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"usp",0,0,0.256761,0,0,0.341588,0,0.401651,"Low_signal","Open_promoters"
"CG4313",0.199321,0.088587,0.141296,0.177174,0,0,0,0.393622,"Low_signal","Enhancers"
"CG4325",0,0,0.751838,0,0,0,0,0.248162,"Gene_body_2","Gene_body_2"
"moody",0.1407,0,0.087165,0.308854,0,0,0,0.463281,"Low_signal","H1"
"Sik2",0,0.317941,0.091597,0.04542,0,0.13626,0,0.408781,"Low_signal","Gene_body_1"
"asRNA:CR44896",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG4281",0,0,0.066101,0,0,0.615765,0,0.318134,"Open_promoters","Open_promoters"
"CG14054",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44381",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG4199",0.297957,0,0.080165,0,0,0.025965,0,0.595914,"Low_signal","Enhancers"
"CG4194",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"asRNA:CR44382",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rtca",0,0,0,0,0,0.641906,0,0.358094,"Open_promoters","Open_promoters"
"CG4045",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG4025",0,0,0.64137,0,0,0,0,0.35863,"Gene_body_2","Gene_body_2"
"CG16903",0,0.29098,0.318623,0,0,0.390398,0,0,"Open_promoters","Open_promoters"
"Unc-76",0.42735,0.067476,0.112461,0.044984,0,0.126706,0,0.221023,"Enhancers","Enhancers"
"csw",0.153724,0.041925,0.116504,0.097825,0,0.02795,0.02795,0.534122,"Low_signal","Enhancers"
"snoRNA:Me18S-C1024",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ph-d",0,0.119063,0.261013,0,0,0,0.183358,0.436566,"Low_signal","Gene_body_2"
"ph-p",0.049338,0,0,0,0,0.074007,0.457281,0.419373,"Pc","Pc"
"D2hgdh",0,0,0,0,0,0,1,0,"Pc","Pc"
"Pgd",0,0,0.174927,0,0,0,0.660058,0.165015,"Pc","Pc"
"bcn92",0,0,0,0,0,0.630912,0,0.369088,"Open_promoters","Open_promoters"
"wapl",0,0.232121,0.265281,0,0,0.132641,0,0.369957,"Low_signal","Gene_body_2"
"Cyp4d1",0,0,0,0.3229,0,0,0,0.6771,"Low_signal","H1"
"CG3630",0.237977,0,0,0.258205,0,0.118989,0,0.384829,"Low_signal","H1"
"mir-3641",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ND-B14.5A",0,0,0,0,0,0.743929,0,0.256071,"Open_promoters","Open_promoters"
"Cyp4d14",0,0.165789,0.315789,0,0,0,0,0.518421,"Low_signal","Gene_body_2"
"asRNA:CR45479",0,0.36,0.252632,0,0,0,0,0.387368,"Low_signal","Gene_body_1"
"asRNA:CR44690",0,0.016603,0.480096,0,0,0.143229,0,0.360072,"Gene_body_2","Gene_body_2"
"Cyp4d2",0,0,0.842763,0,0,0,0,0.157237,"Gene_body_2","Gene_body_2"
"Cyp4ae1",0,0,0,0,0,0.45103,0,0.54897,"Low_signal","Open_promoters"
"pn",0,0,0.595894,0,0,0.404106,0,0,"Gene_body_2","Gene_body_2"
"Nmd3",0,0,0.152432,0,0,0.847568,0,0,"Open_promoters","Open_promoters"
"CG17776",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG17777",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3457",0,0,0,0.381256,0,0,0,0.618744,"Low_signal","H1"
"Mct1",0,0,0,0.569169,0,0,0,0.430831,"H1","H1"
"CG14053",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR43637",0,0,0,0.613452,0,0,0,0.386548,"H1","H1"
"FarO",0,0,0,1,0,0,0,0,"H1","H1"
"SmydA-8",0,0,0,0.41102,0,0,0,0.58898,"Low_signal","H1"
"Vinc",0.072993,0,0,0.437956,0.072993,0,0,0.416058,"H1","H1"
"CG14052",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pcx",0,0.305906,0.450624,0,0,0.125814,0,0.117656,"Gene_body_2","Gene_body_2"
"kz",0,0.143644,0.393105,0,0,0.463251,0,0,"Open_promoters","Open_promoters"
"fs(1)K10",0,0,0.215475,0,0,0.477069,0,0.307456,"Open_promoters","Open_promoters"
"Or2a",0,0,0.351048,0,0,0,0,0.648952,"Low_signal","Gene_body_2"
"crn",0,0,0.376727,0,0,0.376727,0,0.246547,"Gene_body_2","Gene_body_2"
"CG3191",0,0,0,0,0.649351,0,0,0.350649,"HP1","HP1"
"CG3091",0.480965,0,0,0,0.321716,0,0,0.197319,"Enhancers","Enhancers"
"CG3078",0.292491,0,0,0,0,0,0,0.707509,"Low_signal","Enhancers"
"temp",0,0,0.516898,0,0,0.483102,0,0,"Gene_body_2","Gene_body_2"
"CG3071",0,0,0,0,0,0.484406,0,0.515594,"Low_signal","Open_promoters"
"CG2924",0.157438,0,0.147444,0,0,0,0,0.695118,"Low_signal","Enhancers"
"lncRNA:CR45480",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG2918",0,0,0.145813,0,0,0.369458,0,0.484729,"Low_signal","Open_promoters"
"Vml",0,0,0,0.245533,0,0,0,0.754467,"Low_signal","Low_signal"
"CG2865",0.195059,0.058518,0,0.010988,0,0.039012,0,0.696424,"Low_signal","Enhancers"
